Data Name,Data Name Link,Data Source,Data Source Link
Wood pulp,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1875%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Newsprint,https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a32121-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Livestock,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2044%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Jet fuels,https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a33300-1%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Kola nuts,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a224%3bcountryCode%3a5100%2c5102%2c5105,FAOSTAT,javascript:;
Soyabeans,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2555%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Olive Oil,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2580%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Olive oil,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a261%3bcountryCode%3a5100%2c5101%2c5103,FAOSTAT,javascript:;
Plantains,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2616%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Tung nuts,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a275%3bcountryCode%3a5100%2c5101,FAOSTAT,javascript:;
Melonseed,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a299%3bcountryCode%3a5100%2c5101%2c5102%2c5103%2c5105,FAOSTAT,javascript:;
Coking coal,https://data.un.org/Data.aspx?q=africa&d=EDATA&f=cmID%3aCC%3bcrID%3a710,Energy Statistics Database,javascript:;
Fat of pigs,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1037%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Trade of goods, US$, HS, 31 Fertilizers",https://data.un.org/Data.aspx?q=africa&d=ComTrade&f=_l1Code%3a32%3brtCode%3a710,Commodity Trade Statistics Database,javascript:;
Bond yields,https://data.un.org/Data.aspx?q=africa&d=IFS&f=SeriesCode%3a61%3bCountryCode%3a199,International Financial Statistics,javascript:;
Cartonboard,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1618%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Meat, Total",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1765%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Milk, Total",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1780%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Agriculture,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2051%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a234%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Antibiotics,https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a35250-3%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Coconut oil,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a252%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5104%2c5105,FAOSTAT,javascript:;
Groundnuts (Shelled Eq),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2556%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Sesame seed,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2561%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Coconut Oil,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2578%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Infant food,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2680%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Bovine Meat,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2731%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Meat, Other",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2735%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Crustaceans,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2765%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Cephalopods,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2766%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Sesame seed,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a289%3bcountryCode%3a5100%2c5101%2c5102%2c5103%2c5105,FAOSTAT,javascript:;
Wood charcoal,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1630%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Veneer sheets,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1634%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Pulses, Total",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1726%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Fruit Primary,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1738%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Meat, Poultry",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1808%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Cow peas, dry",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a195%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Poultry Birds,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2029%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Soya bean oil,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a237%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Groundnut oil,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a244%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Groundnut Oil,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2572%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Citrus, Other",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2614%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Fruits, other",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2625%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Spices, Other",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2645%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Ferro-silicon,https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a41115-1%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Demersal Fish,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2762%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Miscellaneous,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2899%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Starchy Roots,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2907%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Miscellaneous,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2928%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Fish, Seafood",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2960%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Chicory roots,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a459%3bcountryCode%3a202%2c5100%2c5102%2c5104,FAOSTAT,javascript:;
Locust beans (carobs),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a461%3bcountryCode%3a5100%2c5103,FAOSTAT,javascript:;
"Coffee, green",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a656%3bcountryCode%3a5100%2c5101%2c5102%2c5105,FAOSTAT,javascript:;
Inland waters,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a6680%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Establishments,https://data.un.org/Data.aspx?q=africa&d=UNIDO&f=tableCode%3a01%3bcountryCode%3a710,INDSTAT,javascript:;
Vapor Pressure,https://data.un.org/Data.aspx?q=africa&d=CLINO&f=ElementCode%3a14%3bCountryCode%3aUA+,World Meteorological Organization Standard Normals,javascript:;
Cereals n.e.c.,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a108%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
HIV Prevalence,https://data.un.org/Data.aspx?q=africa&d=UNAIDS&f=inID%3a36%3bcrID%3a204%2c278%2c281%2c901%2c902,UNAIDS Data,javascript:;
Other kerosene,https://data.un.org/Data.aspx?q=africa&d=EDATA&f=cmID%3aKR%3bcrID%3a710,Energy Statistics Database,javascript:;
Motor Gasoline,https://data.un.org/Data.aspx?q=africa&d=EDATA&f=cmID%3aMO%3bcrID%3a710,Energy Statistics Database,javascript:;
Coke Oven Coke,https://data.un.org/Data.aspx?q=africa&d=EDATA&f=cmID%3aOK%3bcrID%3a710,Energy Statistics Database,javascript:;
"Fruits, frozen",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a21510-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Paraffin waxes,https://data.un.org/Data.aspx?q=africa&d=EDATA&f=cmID%3aPW%3bcrID%3a710,Energy Statistics Database,javascript:;
Sweet potatoes,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a122%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Cassava, fresh",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a125%3bcountryCode%3a5100%2c5101%2c5102%2c5103%2c5105,FAOSTAT,javascript:;
Internet users,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a72%3bcrID%3a483%2c484%2c485%2c494%2c535,The State of the World’s Children,javascript:;
"Trade of goods, US$, HS, 72 Iron and steel",https://data.un.org/Data.aspx?q=africa&d=ComTrade&f=_l1Code%3a73%3brtCode%3a710,Commodity Trade Statistics Database,javascript:;
Case materials,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1617%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
GNI per capita,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a94%3bcrID%3a483%2c484%2c485%2c494%2c535,The State of the World’s Children,javascript:;
Particle board,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1697%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Pulp for paper,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1878%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Graphic papers,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2042%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Motor gasoline,https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a33310-2%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
"Cereals, Other",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2520%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Sweet potatoes,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2533%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Oil palm fruit,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a254%3bcountryCode%3a5100%2c5101%2c5102%2c5105,FAOSTAT,javascript:;
Sunflower seed,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2557%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Cottonseed Oil,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2575%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Palmkernel Oil,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2576%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Sesameseed Oil,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2579%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Maize Germ Oil,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2582%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Sunflower seed,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a267%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104,FAOSTAT,javascript:;
Ferro-chromium,https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a41113-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
"Offals, Edible",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2736%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Aquatic Plants,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2775%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Fish, Body Oil",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2781%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Safflower seed,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a280%3bcountryCode%3a5100%2c5101%2c5103,FAOSTAT,javascript:;
Vegetable Oils,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2914%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Cottonseed oil,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a331%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Oil of linseed,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a334%3bcountryCode%3a5100%2c5101%2c5103,FAOSTAT,javascript:;
Cassava leaves,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a378%3bcountryCode%3a5100%2c5102,FAOSTAT,javascript:;
Sodium nitrate,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a4005%3bcountryCode%3a202,FAOSTAT,javascript:;
Phosphate rock,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a4011%3bcountryCode%3a202,FAOSTAT,javascript:;
Primary Forest,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a6714%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Planted Forest,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a6716%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Domestic assets,https://data.un.org/Data.aspx?q=africa&d=IFS&f=SeriesCode%3a.3%3bCountryCode%3a199,International Financial Statistics,javascript:;
Crude petroleum,https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a12010-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Consumer prices,https://data.un.org/Data.aspx?q=africa&d=IFS&f=SeriesCode%3a64%3bCountryCode%3a199%2c605,International Financial Statistics,javascript:;
Mutton and lamb,https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a21110-3%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Cheese and curd,https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a22950-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Wrapping papers,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1621%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Population size,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a105%3bcrID%3a483%2c484%2c485%2c494%2c535,The State of the World’s Children,javascript:;
Recovered paper,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1669%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Treenuts, Total",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1729%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Sheep and Goats,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1749%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Butter and Ghee,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1811%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Net intake rate,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aNIR_1%3bref_area%3aZAF,UIS Data Centre,javascript:;
"Chick peas, dry",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a191%3bcountryCode%3a5100%2c5101%2c5103%2c5105,FAOSTAT,javascript:;
"Oilcrops, Other",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2570%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Freshwater Fish,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2761%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Molluscs, Other",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2767%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Fish, Liver Oil",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2782%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Animal Products,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2941%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
NPK fertilizers,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a4021%3bcountryCode%3a202,FAOSTAT,javascript:;
Plums and sloes,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a536%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104,FAOSTAT,javascript:;
Temporary crops,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a6630%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Permanent crops,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a6650%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Whey, condensed",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a890%3bcountryCode%3a5100%2c5101,FAOSTAT,javascript:;
"Buttermilk, dry",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a899%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Rural population,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a1%3bcrID%3a79,Gender Info,javascript:;
Urban population,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a4%3bcrID%3a79,Gender Info,javascript:;
Station Pressure,https://data.un.org/Data.aspx?q=africa&d=CLINO&f=ElementCode%3a13%3bCountryCode%3aUA+,World Meteorological Organization Standard Normals,javascript:;
Wind Electricity,https://data.un.org/Data.aspx?q=africa&d=EDATA&f=cmID%3aEW%3bcrID%3a710,Energy Statistics Database,javascript:;
"Trade of goods, US$, HS, 69 Ceramic products",https://data.un.org/Data.aspx?q=africa&d=ComTrade&f=_l1Code%3a70%3brtCode%3a710,Commodity Trade Statistics Database,javascript:;
Other fibreboard,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1650%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Cereals, primary",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1717%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Child discipline,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a151%3bcrID%3a485,The State of the World’s Children,javascript:;
Forest products (export/import),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1877%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Pigeon peas, dry",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a197%3bcountryCode%3a5100%2c5101%2c5102,FAOSTAT,javascript:;
Synthetic rubber,https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a34800-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Rye and products,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2515%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Castor oil seeds,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a265%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Vegetal Products,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2903%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Lemons and limes,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a497%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Printed circuits,https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a47130-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Temporary fallow,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a6640%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Aviation Gasoline,https://data.un.org/Data.aspx?q=africa&d=EDATA&f=cmID%3aAV%3bcrID%3a710,Energy Statistics Database,javascript:;
Raw milk of goats,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1020%3bcountryCode%3a5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Blast Furnace Gas,https://data.un.org/Data.aspx?q=africa&d=EDATA&f=cmID%3aBG%3bcrID%3a710,Energy Statistics Database,javascript:;
Relative Humidity,https://data.un.org/Data.aspx?q=africa&d=CLINO&f=ElementCode%3a11%3bCountryCode%3aUA+,World Meteorological Organization Standard Normals,javascript:;
"Pig fat, rendered",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1043%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104,FAOSTAT,javascript:;
