data_name,data_link,source,domain
Percentage of sexually active unmarried women aged 15 to 24 who want to stop childbearing but are not using any modern method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of all women aged 15 to 49 with an unmet need for modern methods for spacing,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of all women aged 15 to 24 who want to delay childbearing but are not using any modern method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of currently married or in union women aged 15 to 49 with an unmet need for modern methods for spacing,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of currently married or in union women aged 15 to 24 who want to delay childbearing but are not using any modern method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of sexually active unmarried women aged 15 to 49 with an unmet need for modern methods for spacing,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of sexually active unmarried women aged 15 to 24 who want to delay childbearing but are not using any modern method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of all women aged 15 to 49 who want to stop or delay childbearing but are not using any modern method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of all women aged 15 to 24 who want to stop or delay childbearing but are not using any modern method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of currently married or in union women aged 15 to 49 who want to stop or delay childbearing but are not using any modern method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of currently married or in union women aged 15 to 24 who want to stop or delay childbearing but are not using any modern method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of sexually active unmarried women aged 15 to 49 who want to stop or delay childbearing but are not using any modern method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of sexually active unmarried women aged 15 to 24 who want to stop or delay childbearing but are not using any modern method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of all women aged 15 to 49 who want to delay childbearing but are not using any method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of all women aged 15 to 24 who want to delay childbearing but are not using any method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of currently married or in union women aged 15 to 49 who want to delay childbearing but are not using any method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of currently married or in union women aged 15 to 24 who want to delay childbearing but are not using any method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Gender Parity Index (GPI) in percentage of population ages 25+ with university completed,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Gender Parity Index 
Percentage of all women aged 15 to 49 who want to stop or delay childbearing but are not using any method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of all women aged 15 to 24 who want to stop or delay childbearing but are not using any method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of currently married or in union women aged 15 to 49 who want to stop or delay childbearing but are not using any method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of currently married or in union women aged 15 to 24 who want to stop or delay childbearing but are not using any method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of sexually active unmarried women aged 15 to 49 who want to stop or delay childbearing but are not using any method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of sexually active unmarried women aged 15 to 24 who want to stop or delay childbearing but are not using any method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of the population age 15-24 that is literate,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Literacy 
Percentage of the young women age 15-24 that is literate,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"DHS, MIS  ",Literacy 
Percentage of the young men age 15-24 that is literate,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,DHS  ,Literacy 

